adjustment_id,reference,end_to_end_id,amount,currency,adjustment_date,reason,scenario
ADJ-C02-000917,ADJONLY-C02-000917,E2E-C02-000010917,2.80,BRL,2026-03-15,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000918,ADJONLY-C02-000918,E2E-C02-000010918,3.11,BRL,2026-03-16,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000919,ADJONLY-C02-000919,E2E-C02-000010919,3.42,BRL,2026-03-17,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000920,ADJONLY-C02-000920,E2E-C02-000010920,3.73,USD,2026-02-04,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000921,ADJONLY-C02-000921,E2E-C02-000010921,4.04,BRL,2026-02-05,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000922,ADJONLY-C02-000922,E2E-C02-000010922,4.35,BRL,2026-02-06,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000923,ADJONLY-C02-000923,E2E-C02-000010923,4.66,BRL,2026-02-07,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000924,ADJONLY-C02-000924,E2E-C02-000010924,4.97,BRL,2026-02-08,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000925,ADJONLY-C02-000925,E2E-C02-000010925,5.28,BRL,2026-02-09,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000926,ADJONLY-C02-000926,E2E-C02-000010926,5.59,BRL,2026-02-10,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000927,ADJONLY-C02-000927,E2E-C02-000010927,5.90,BRL,2026-02-11,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000928,ADJONLY-C02-000928,E2E-C02-000010928,6.21,BRL,2026-02-12,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000929,ADJONLY-C02-000929,E2E-C02-000010929,6.52,BRL,2026-02-13,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000930,ADJONLY-C02-000930,E2E-C02-000010930,6.83,BRL,2026-02-14,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000931,ADJONLY-C02-000931,E2E-C02-000010931,1.25,BRL,2026-02-15,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000932,ADJONLY-C02-000932,E2E-C02-000010932,1.56,EUR,2026-02-16,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000933,ADJONLY-C02-000933,E2E-C02-000010933,1.87,BRL,2026-02-17,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000934,ADJONLY-C02-000934,E2E-C02-000010934,2.18,BRL,2026-02-18,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000935,ADJONLY-C02-000935,E2E-C02-000010935,2.49,BRL,2026-02-19,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000936,ADJONLY-C02-000936,E2E-C02-000010936,2.80,BRL,2026-02-20,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000937,ADJONLY-C02-000937,E2E-C02-000010937,3.11,BRL,2026-02-21,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000938,ADJONLY-C02-000938,E2E-C02-000010938,3.42,BRL,2026-02-22,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000939,ADJONLY-C02-000939,E2E-C02-000010939,3.73,BRL,2026-02-23,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000940,ADJONLY-C02-000940,E2E-C02-000010940,4.04,BRL,2026-02-24,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000941,ADJONLY-C02-000941,E2E-C02-000010941,4.35,BRL,2026-02-25,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000942,ADJONLY-C02-000942,E2E-C02-000010942,4.66,BRL,2026-02-26,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000943,ADJONLY-C02-000943,E2E-C02-000010943,4.97,BRL,2026-02-27,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000944,ADJONLY-C02-000944,E2E-C02-000010944,5.28,BRL,2026-02-28,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000945,ADJONLY-C02-000945,E2E-C02-000010945,5.59,BRL,2026-03-01,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000946,ADJONLY-C02-000946,E2E-C02-000010946,5.90,BRL,2026-03-02,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000947,ADJONLY-C02-000947,E2E-C02-000010947,6.21,BRL,2026-03-03,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000948,ADJONLY-C02-000948,E2E-C02-000010948,6.52,BRL,2026-03-04,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000949,ADJONLY-C02-000949,E2E-C02-000010949,6.83,BRL,2026-03-05,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000950,ADJONLY-C02-000950,E2E-C02-000010950,1.25,BRL,2026-03-06,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000951,ADJONLY-C02-000951,E2E-C02-000010951,1.56,BRL,2026-03-07,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000952,ADJONLY-C02-000952,E2E-C02-000010952,1.87,BRL,2026-03-08,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000953,ADJONLY-C02-000953,E2E-C02-000010953,2.18,BRL,2026-03-09,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000954,ADJONLY-C02-000954,E2E-C02-000010954,2.49,BRL,2026-03-10,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000955,ADJONLY-C02-000955,E2E-C02-000010955,2.80,BRL,2026-03-11,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000956,ADJONLY-C02-000956,E2E-C02-000010956,3.11,USD,2026-03-12,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000957,ADJONLY-C02-000957,E2E-C02-000010957,3.42,BRL,2026-03-13,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000958,ADJONLY-C02-000958,E2E-C02-000010958,3.73,BRL,2026-03-14,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000959,ADJONLY-C02-000959,E2E-C02-000010959,4.04,BRL,2026-03-15,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000960,ADJONLY-C02-000960,E2E-C02-000010960,4.35,BRL,2026-03-16,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000961,ADJONLY-C02-000961,E2E-C02-000010961,4.66,BRL,2026-03-17,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000962,ADJONLY-C02-000962,E2E-C02-000010962,4.97,BRL,2026-02-04,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000963,ADJONLY-C02-000963,E2E-C02-000010963,5.28,BRL,2026-02-05,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000964,ADJONLY-C02-000964,E2E-C02-000010964,5.59,BRL,2026-02-06,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000965,ADJONLY-C02-000965,E2E-C02-000010965,5.90,BRL,2026-02-07,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000966,ADJONLY-C02-000966,E2E-C02-000010966,6.21,BRL,2026-02-08,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000967,ADJONLY-C02-000967,E2E-C02-000010967,6.52,BRL,2026-02-09,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000968,ADJONLY-C02-000968,E2E-C02-000010968,6.83,EUR,2026-02-10,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000969,ADJONLY-C02-000969,E2E-C02-000010969,1.25,BRL,2026-02-11,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000970,ADJONLY-C02-000970,E2E-C02-000010970,1.56,BRL,2026-02-12,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000971,ADJONLY-C02-000971,E2E-C02-000010971,1.87,BRL,2026-02-13,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000972,ADJONLY-C02-000972,E2E-C02-000010972,2.18,BRL,2026-02-14,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000973,ADJONLY-C02-000973,E2E-C02-000010973,2.49,BRL,2026-02-15,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000974,ADJONLY-C02-000974,E2E-C02-000010974,2.80,BRL,2026-02-16,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000975,ADJONLY-C02-000975,E2E-C02-000010975,3.11,BRL,2026-02-17,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000976,ADJONLY-C02-000976,E2E-C02-000010976,3.42,BRL,2026-02-18,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000977,ADJONLY-C02-000977,E2E-C02-000010977,3.73,BRL,2026-02-19,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000978,ADJONLY-C02-000978,E2E-C02-000010978,4.04,BRL,2026-02-20,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000979,ADJONLY-C02-000979,E2E-C02-000010979,4.35,BRL,2026-02-21,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000980,ADJONLY-C02-000980,E2E-C02-000010980,4.66,BRL,2026-02-22,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000981,ADJONLY-C02-000981,E2E-C02-000010981,4.97,BRL,2026-02-23,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000982,ADJONLY-C02-000982,E2E-C02-000010982,5.28,BRL,2026-02-24,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000983,ADJONLY-C02-000983,E2E-C02-000010983,5.59,BRL,2026-02-25,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000984,ADJONLY-C02-000984,E2E-C02-000010984,5.90,BRL,2026-02-26,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000985,ADJONLY-C02-000985,E2E-C02-000010985,6.21,BRL,2026-02-27,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000986,ADJONLY-C02-000986,E2E-C02-000010986,6.52,BRL,2026-02-28,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000987,ADJONLY-C02-000987,E2E-C02-000010987,6.83,BRL,2026-03-01,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000988,ADJONLY-C02-000988,E2E-C02-000010988,1.25,BRL,2026-03-02,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000989,ADJONLY-C02-000989,E2E-C02-000010989,1.56,BRL,2026-03-03,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000990,ADJONLY-C02-000990,E2E-C02-000010990,1.87,BRL,2026-03-04,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000991,ADJONLY-C02-000991,E2E-C02-000010991,2.18,BRL,2026-03-05,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000992,ADJONLY-C02-000992,E2E-C02-000010992,2.49,USD,2026-03-06,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000993,ADJONLY-C02-000993,E2E-C02-000010993,2.80,BRL,2026-03-07,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000994,ADJONLY-C02-000994,E2E-C02-000010994,3.11,BRL,2026-03-08,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000995,ADJONLY-C02-000995,E2E-C02-000010995,3.42,BRL,2026-03-09,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000996,ADJONLY-C02-000996,E2E-C02-000010996,3.73,BRL,2026-03-10,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000997,ADJONLY-C02-000997,E2E-C02-000010997,4.04,BRL,2026-03-11,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000998,ADJONLY-C02-000998,E2E-C02-000010998,4.35,BRL,2026-03-12,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000999,ADJONLY-C02-000999,E2E-C02-000010999,4.66,BRL,2026-03-13,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-001000,ADJONLY-C02-001000,E2E-C02-000011000,4.97,BRL,2026-03-14,adjustment_only_unmatched,adjustment_only_unmatched
