bank_entry_id,end_to_end_id,amount,currency,booking_date,description,bank_account,reference,scenario
BNK-C02-000820,E2E-C02-000008820,-5.00,BRL,2026-02-02,Synthetic bank statement line REF-C02-008820,BANK-C02-001,BANKONLY-C02-000820,bank_fee_only
BNK-C02-000821,E2E-C02-000008821,-5.25,BRL,2026-02-03,Synthetic bank statement line REF-C02-008821,BANK-C02-002,BANKONLY-C02-000821,bank_fee_only
BNK-C02-000822,E2E-C02-000008822,-5.50,BRL,2026-02-04,Synthetic bank statement line REF-C02-008822,BANK-C02-003,BANKONLY-C02-000822,bank_fee_only
BNK-C02-000823,E2E-C02-000008823,-5.75,BRL,2026-02-05,Synthetic bank statement line REF-C02-008823,BANK-C02-004,BANKONLY-C02-000823,bank_fee_only
BNK-C02-000824,E2E-C02-000008824,-6.00,BRL,2026-02-06,Synthetic bank statement line REF-C02-008824,BANK-C02-005,BANKONLY-C02-000824,bank_fee_only
BNK-C02-000825,E2E-C02-000008825,-3.50,BRL,2026-02-07,Synthetic bank statement line REF-C02-008825,BANK-C02-006,BANKONLY-C02-000825,bank_fee_only
BNK-C02-000826,E2E-C02-000008826,-3.75,BRL,2026-02-08,Synthetic bank statement line REF-C02-008826,BANK-C02-007,BANKONLY-C02-000826,bank_fee_only
BNK-C02-000827,E2E-C02-000008827,-4.00,BRL,2026-02-09,Synthetic bank statement line REF-C02-008827,BANK-C02-008,BANKONLY-C02-000827,bank_fee_only
BNK-C02-000828,E2E-C02-000008828,-4.25,BRL,2026-02-10,Synthetic bank statement line REF-C02-008828,BANK-C02-009,BANKONLY-C02-000828,bank_fee_only
BNK-C02-000829,E2E-C02-000008829,-4.50,BRL,2026-02-11,Synthetic bank statement line REF-C02-008829,BANK-C02-001,BANKONLY-C02-000829,bank_fee_only
BNK-C02-000830,E2E-C02-000008830,-4.75,BRL,2026-02-12,Synthetic bank statement line REF-C02-008830,BANK-C02-002,BANKONLY-C02-000830,bank_fee_only
BNK-C02-000831,E2E-C02-000008831,-5.00,BRL,2026-02-13,Synthetic bank statement line REF-C02-008831,BANK-C02-003,BANKONLY-C02-000831,bank_fee_only
BNK-C02-000832,E2E-C02-000008832,-5.25,USD,2026-02-14,Synthetic bank statement line REF-C02-008832,BANK-C02-004,BANKONLY-C02-000832,bank_fee_only
BNK-C02-000833,E2E-C02-000008833,-5.50,BRL,2026-02-15,Synthetic bank statement line REF-C02-008833,BANK-C02-005,BANKONLY-C02-000833,bank_fee_only
BNK-C02-000834,E2E-C02-000008834,-5.75,BRL,2026-02-16,Synthetic bank statement line REF-C02-008834,BANK-C02-006,BANKONLY-C02-000834,bank_fee_only
BNK-C02-000835,E2E-C02-000008835,-6.00,BRL,2026-02-17,Synthetic bank statement line REF-C02-008835,BANK-C02-007,BANKONLY-C02-000835,bank_fee_only
BNK-C02-000836,E2E-C02-000008836,-3.50,BRL,2026-02-18,Synthetic bank statement line REF-C02-008836,BANK-C02-008,BANKONLY-C02-000836,bank_fee_only
BNK-C02-000837,E2E-C02-000008837,-3.75,BRL,2026-02-19,Synthetic bank statement line REF-C02-008837,BANK-C02-009,BANKONLY-C02-000837,bank_fee_only
BNK-C02-000838,E2E-C02-000008838,-4.00,BRL,2026-02-20,Synthetic bank statement line REF-C02-008838,BANK-C02-001,BANKONLY-C02-000838,bank_fee_only
BNK-C02-000839,E2E-C02-000008839,-4.25,BRL,2026-02-21,Synthetic bank statement line REF-C02-008839,BANK-C02-002,BANKONLY-C02-000839,bank_fee_only
BNK-C02-000840,E2E-C02-000008840,-4.50,BRL,2026-02-22,Synthetic bank statement line REF-C02-008840,BANK-C02-003,BANKONLY-C02-000840,bank_fee_only
BNK-C02-000841,E2E-C02-000009841,154.29,BRL,2026-02-15,Synthetic bank statement line REF-C02-009841,BANK-C02-005,BANKONLY-C02-000841,bank_only_unmatched
BNK-C02-000842,E2E-C02-000009842,-49.53,BRL,2026-02-16,Synthetic bank statement line REF-C02-009842,BANK-C02-006,BANKONLY-C02-000842,bank_only_unmatched
BNK-C02-000843,E2E-C02-000009843,226.74,BRL,2026-02-17,Synthetic bank statement line REF-C02-009843,BANK-C02-007,BANKONLY-C02-000843,bank_only_unmatched
BNK-C02-000844,E2E-C02-000009844,340.11,BRL,2026-02-18,Synthetic bank statement line REF-C02-009844,BANK-C02-008,BANKONLY-C02-000844,bank_only_unmatched
BNK-C02-000845,E2E-C02-000009845,790.14,BRL,2026-02-19,Synthetic bank statement line REF-C02-009845,BANK-C02-009,BANKONLY-C02-000845,bank_only_unmatched
BNK-C02-000846,E2E-C02-000009846,897.96,BRL,2026-02-20,Synthetic bank statement line REF-C02-009846,BANK-C02-001,BANKONLY-C02-000846,bank_only_unmatched
BNK-C02-000847,E2E-C02-000009847,731.63,BRL,2026-02-21,Synthetic bank statement line REF-C02-009847,BANK-C02-002,BANKONLY-C02-000847,bank_only_unmatched
BNK-C02-000848,E2E-C02-000009848,863.32,BRL,2026-02-22,Synthetic bank statement line REF-C02-009848,BANK-C02-003,BANKONLY-C02-000848,bank_only_unmatched
BNK-C02-000849,E2E-C02-000009849,386.35,BRL,2026-02-23,Synthetic bank statement line REF-C02-009849,BANK-C02-004,BANKONLY-C02-000849,bank_only_unmatched
BNK-C02-000850,E2E-C02-000009850,585.05,BRL,2026-02-24,Synthetic bank statement line REF-C02-009850,BANK-C02-005,BANKONLY-C02-000850,bank_only_unmatched
BNK-C02-000851,E2E-C02-000009851,440.44,BRL,2026-02-25,Synthetic bank statement line REF-C02-009851,BANK-C02-006,BANKONLY-C02-000851,bank_only_unmatched
BNK-C02-000852,E2E-C02-000009852,556.80,EUR,2026-02-26,Synthetic bank statement line REF-C02-009852,BANK-C02-007,BANKONLY-C02-000852,bank_only_unmatched
BNK-C02-000853,E2E-C02-000009853,286.62,BRL,2026-02-27,Synthetic bank statement line REF-C02-009853,BANK-C02-008,BANKONLY-C02-000853,bank_only_unmatched
BNK-C02-000854,E2E-C02-000009854,848.27,BRL,2026-02-28,Synthetic bank statement line REF-C02-009854,BANK-C02-009,BANKONLY-C02-000854,bank_only_unmatched
BNK-C02-000855,E2E-C02-000009855,30.38,BRL,2026-03-01,Synthetic bank statement line REF-C02-009855,BANK-C02-001,BANKONLY-C02-000855,bank_only_unmatched
BNK-C02-000856,E2E-C02-000009856,536.44,BRL,2026-03-02,Synthetic bank statement line REF-C02-009856,BANK-C02-002,BANKONLY-C02-000856,bank_only_unmatched
BNK-C02-000857,E2E-C02-000009857,57.29,BRL,2026-03-03,Synthetic bank statement line REF-C02-009857,BANK-C02-003,BANKONLY-C02-000857,bank_only_unmatched
BNK-C02-000858,E2E-C02-000009858,311.04,BRL,2026-03-04,Synthetic bank statement line REF-C02-009858,BANK-C02-004,BANKONLY-C02-000858,bank_only_unmatched
BNK-C02-000859,E2E-C02-000009859,291.73,BRL,2026-03-05,Synthetic bank statement line REF-C02-009859,BANK-C02-005,BANKONLY-C02-000859,bank_only_unmatched
BNK-C02-000860,E2E-C02-000009860,239.05,BRL,2026-03-06,Synthetic bank statement line REF-C02-009860,BANK-C02-006,BANKONLY-C02-000860,bank_only_unmatched
BNK-C02-000861,E2E-C02-000009861,718.59,BRL,2026-03-07,Synthetic bank statement line REF-C02-009861,BANK-C02-007,BANKONLY-C02-000861,bank_only_unmatched
BNK-C02-000862,E2E-C02-000009862,162.24,BRL,2026-03-08,Synthetic bank statement line REF-C02-009862,BANK-C02-008,BANKONLY-C02-000862,bank_only_unmatched
BNK-C02-000863,E2E-C02-000009863,798.33,BRL,2026-03-09,Synthetic bank statement line REF-C02-009863,BANK-C02-009,BANKONLY-C02-000863,bank_only_unmatched
BNK-C02-000864,E2E-C02-000009864,120.00,BRL,2026-03-10,Synthetic bank statement line REF-C02-009864,BANK-C02-001,BANKONLY-C02-000864,bank_only_unmatched
BNK-C02-000865,E2E-C02-000009865,718.76,BRL,2026-03-11,Synthetic bank statement line REF-C02-009865,BANK-C02-002,BANKONLY-C02-000865,bank_only_unmatched
BNK-C02-000866,E2E-C02-000009866,9.45,BRL,2026-03-12,Synthetic bank statement line REF-C02-009866,BANK-C02-003,BANKONLY-C02-000866,bank_only_unmatched
BNK-C02-000867,E2E-C02-000009867,551.62,BRL,2026-03-13,Synthetic bank statement line REF-C02-009867,BANK-C02-004,BANKONLY-C02-000867,bank_only_unmatched
BNK-C02-000868,E2E-C02-000009868,396.35,BRL,2026-03-14,Synthetic bank statement line REF-C02-009868,BANK-C02-005,BANKONLY-C02-000868,bank_only_unmatched
BNK-C02-000869,E2E-C02-000009869,435.64,BRL,2026-03-15,Synthetic bank statement line REF-C02-009869,BANK-C02-006,BANKONLY-C02-000869,bank_only_unmatched
BNK-C02-000870,E2E-C02-000009870,813.58,BRL,2026-02-02,Synthetic bank statement line REF-C02-009870,BANK-C02-007,BANKONLY-C02-000870,bank_only_unmatched
BNK-C02-000871,E2E-C02-000009871,439.43,BRL,2026-02-03,Synthetic bank statement line REF-C02-009871,BANK-C02-008,BANKONLY-C02-000871,bank_only_unmatched
BNK-C02-000872,E2E-C02-000009872,783.02,BRL,2026-02-04,Synthetic bank statement line REF-C02-009872,BANK-C02-009,BANKONLY-C02-000872,bank_only_unmatched
BNK-C02-000873,E2E-C02-000009873,605.84,BRL,2026-02-05,Synthetic bank statement line REF-C02-009873,BANK-C02-001,BANKONLY-C02-000873,bank_only_unmatched
BNK-C02-000874,E2E-C02-000009874,102.93,BRL,2026-02-06,Synthetic bank statement line REF-C02-009874,BANK-C02-002,BANKONLY-C02-000874,bank_only_unmatched
BNK-C02-000875,E2E-C02-000009875,721.20,BRL,2026-02-07,Synthetic bank statement line REF-C02-009875,BANK-C02-003,BANKONLY-C02-000875,bank_only_unmatched
BNK-C02-000876,E2E-C02-000009876,59.06,USD,2026-02-08,Synthetic bank statement line REF-C02-009876,BANK-C02-004,BANKONLY-C02-000876,bank_only_unmatched
BNK-C02-000877,E2E-C02-000009877,186.50,BRL,2026-02-09,Synthetic bank statement line REF-C02-009877,BANK-C02-005,BANKONLY-C02-000877,bank_only_unmatched
BNK-C02-000878,E2E-C02-000009878,872.95,BRL,2026-02-10,Synthetic bank statement line REF-C02-009878,BANK-C02-006,BANKONLY-C02-000878,bank_only_unmatched
BNK-C02-000879,E2E-C02-000009879,-26.72,BRL,2026-02-11,Synthetic bank statement line REF-C02-009879,BANK-C02-007,BANKONLY-C02-000879,bank_only_unmatched
BNK-C02-000880,E2E-C02-000009880,520.05,BRL,2026-02-12,Synthetic bank statement line REF-C02-009880,BANK-C02-008,BANKONLY-C02-000880,bank_only_unmatched
BNK-C02-000881,E2E-C02-000009881,198.72,BRL,2026-02-13,Synthetic bank statement line REF-C02-009881,BANK-C02-009,BANKONLY-C02-000881,bank_only_unmatched
BNK-C02-000882,E2E-C02-000009882,360.80,BRL,2026-02-14,Synthetic bank statement line REF-C02-009882,BANK-C02-001,BANKONLY-C02-000882,bank_only_unmatched
BNK-C02-000883,E2E-C02-000009883,62.37,BRL,2026-02-15,Synthetic bank statement line REF-C02-009883,BANK-C02-002,BANKONLY-C02-000883,bank_only_unmatched
BNK-C02-000884,E2E-C02-000009884,258.25,BRL,2026-02-16,Synthetic bank statement line REF-C02-009884,BANK-C02-003,BANKONLY-C02-000884,bank_only_unmatched
BNK-C02-000885,E2E-C02-000009885,579.36,BRL,2026-02-17,Synthetic bank statement line REF-C02-009885,BANK-C02-004,BANKONLY-C02-000885,bank_only_unmatched
BNK-C02-000886,E2E-C02-000009886,29.62,BRL,2026-02-18,Synthetic bank statement line REF-C02-009886,BANK-C02-005,BANKONLY-C02-000886,bank_only_unmatched
BNK-C02-000887,E2E-C02-000009887,721.74,BRL,2026-02-19,Synthetic bank statement line REF-C02-009887,BANK-C02-006,BANKONLY-C02-000887,bank_only_unmatched
BNK-C02-000888,E2E-C02-000009888,120.31,EUR,2026-02-20,Synthetic bank statement line REF-C02-009888,BANK-C02-007,BANKONLY-C02-000888,bank_only_unmatched
BNK-C02-000889,E2E-C02-000009889,377.18,BRL,2026-02-21,Synthetic bank statement line REF-C02-009889,BANK-C02-008,BANKONLY-C02-000889,bank_only_unmatched
BNK-C02-000890,E2E-C02-000009890,752.54,BRL,2026-02-22,Synthetic bank statement line REF-C02-009890,BANK-C02-009,BANKONLY-C02-000890,bank_only_unmatched
BNK-C02-000891,E2E-C02-000009891,434.03,BRL,2026-02-23,Synthetic bank statement line REF-C02-009891,BANK-C02-001,BANKONLY-C02-000891,bank_only_unmatched
BNK-C02-000892,E2E-C02-000009892,781.77,BRL,2026-02-24,Synthetic bank statement line REF-C02-009892,BANK-C02-002,BANKONLY-C02-000892,bank_only_unmatched
BNK-C02-000893,E2E-C02-000009893,932.70,BRL,2026-02-25,Synthetic bank statement line REF-C02-009893,BANK-C02-003,BANKONLY-C02-000893,bank_only_unmatched
BNK-C02-000894,E2E-C02-000009894,257.84,BRL,2026-02-26,Synthetic bank statement line REF-C02-009894,BANK-C02-004,BANKONLY-C02-000894,bank_only_unmatched
BNK-C02-000895,E2E-C02-000009895,209.57,BRL,2026-02-27,Synthetic bank statement line REF-C02-009895,BANK-C02-005,BANKONLY-C02-000895,bank_only_unmatched
BNK-C02-000896,E2E-C02-000009896,597.83,BRL,2026-02-28,Synthetic bank statement line REF-C02-009896,BANK-C02-006,BANKONLY-C02-000896,bank_only_unmatched
BNK-C02-000897,E2E-C02-000009897,230.45,BRL,2026-03-01,Synthetic bank statement line REF-C02-009897,BANK-C02-007,BANKONLY-C02-000897,bank_only_unmatched
BNK-C02-000898,E2E-C02-000009898,415.79,BRL,2026-03-02,Synthetic bank statement line REF-C02-009898,BANK-C02-008,BANKONLY-C02-000898,bank_only_unmatched
BNK-C02-000899,E2E-C02-000009899,452.31,BRL,2026-03-03,Synthetic bank statement line REF-C02-009899,BANK-C02-009,BANKONLY-C02-000899,bank_only_unmatched
BNK-C02-000900,E2E-C02-000009900,451.31,BRL,2026-03-04,Synthetic bank statement line REF-C02-009900,BANK-C02-001,BANKONLY-C02-000900,bank_only_unmatched
BNK-C02-000901,E2E-C02-000009901,822.26,BRL,2026-03-05,Synthetic bank statement line REF-C02-009901,BANK-C02-002,BANKONLY-C02-000901,bank_only_unmatched
BNK-C02-000902,E2E-C02-000009902,531.60,BRL,2026-03-06,Synthetic bank statement line REF-C02-009902,BANK-C02-003,BANKONLY-C02-000902,bank_only_unmatched
BNK-C02-000903,E2E-C02-000009903,133.39,BRL,2026-03-07,Synthetic bank statement line REF-C02-009903,BANK-C02-004,BANKONLY-C02-000903,bank_only_unmatched
BNK-C02-000904,E2E-C02-000009904,634.21,BRL,2026-03-08,Synthetic bank statement line REF-C02-009904,BANK-C02-005,BANKONLY-C02-000904,bank_only_unmatched
BNK-C02-000905,E2E-C02-000009905,752.55,BRL,2026-03-09,Synthetic bank statement line REF-C02-009905,BANK-C02-006,BANKONLY-C02-000905,bank_only_unmatched
BNK-C02-000906,E2E-C02-000009906,61.17,BRL,2026-03-10,Synthetic bank statement line REF-C02-009906,BANK-C02-007,BANKONLY-C02-000906,bank_only_unmatched
BNK-C02-000907,E2E-C02-000009907,181.47,BRL,2026-03-11,Synthetic bank statement line REF-C02-009907,BANK-C02-008,BANKONLY-C02-000907,bank_only_unmatched
BNK-C02-000908,E2E-C02-000009908,433.07,BRL,2026-03-12,Synthetic bank statement line REF-C02-009908,BANK-C02-009,BANKONLY-C02-000908,bank_only_unmatched
BNK-C02-000909,E2E-C02-000009909,467.67,BRL,2026-03-13,Synthetic bank statement line REF-C02-009909,BANK-C02-001,BANKONLY-C02-000909,bank_only_unmatched
BNK-C02-000910,E2E-C02-000009910,489.82,BRL,2026-03-14,Synthetic bank statement line REF-C02-009910,BANK-C02-002,BANKONLY-C02-000910,bank_only_unmatched
BNK-C02-000911,E2E-C02-000009911,789.82,BRL,2026-03-15,Synthetic bank statement line REF-C02-009911,BANK-C02-003,BANKONLY-C02-000911,bank_only_unmatched
BNK-C02-000912,E2E-C02-000009912,390.72,USD,2026-02-02,Synthetic bank statement line REF-C02-009912,BANK-C02-004,BANKONLY-C02-000912,bank_only_unmatched
BNK-C02-000913,E2E-C02-000009913,583.35,BRL,2026-02-03,Synthetic bank statement line REF-C02-009913,BANK-C02-005,BANKONLY-C02-000913,bank_only_unmatched
BNK-C02-000914,E2E-C02-000009914,820.00,BRL,2026-02-04,Synthetic bank statement line REF-C02-009914,BANK-C02-006,BANKONLY-C02-000914,bank_only_unmatched
BNK-C02-000915,E2E-C02-000009915,489.34,BRL,2026-02-05,Synthetic bank statement line REF-C02-009915,BANK-C02-007,BANKONLY-C02-000915,bank_only_unmatched
BNK-C02-000916,E2E-C02-000009916,-59.28,BRL,2026-02-06,Synthetic bank statement line REF-C02-009916,BANK-C02-008,BANKONLY-C02-000916,bank_only_unmatched
BNK-C02-000917,E2E-C02-000009917,414.69,BRL,2026-02-07,Synthetic bank statement line REF-C02-009917,BANK-C02-009,BANKONLY-C02-000917,bank_only_unmatched
BNK-C02-000918,E2E-C02-000009918,811.61,BRL,2026-02-08,Synthetic bank statement line REF-C02-009918,BANK-C02-001,BANKONLY-C02-000918,bank_only_unmatched
BNK-C02-000919,E2E-C02-000009919,220.80,BRL,2026-02-09,Synthetic bank statement line REF-C02-009919,BANK-C02-002,BANKONLY-C02-000919,bank_only_unmatched
BNK-C02-000920,E2E-C02-000009920,473.05,BRL,2026-02-10,Synthetic bank statement line REF-C02-009920,BANK-C02-003,BANKONLY-C02-000920,bank_only_unmatched
BNK-C02-000921,E2E-C02-000009921,692.99,BRL,2026-02-11,Synthetic bank statement line REF-C02-009921,BANK-C02-004,BANKONLY-C02-000921,bank_only_unmatched
BNK-C02-000922,E2E-C02-000009922,458.06,BRL,2026-02-12,Synthetic bank statement line REF-C02-009922,BANK-C02-005,BANKONLY-C02-000922,bank_only_unmatched
BNK-C02-000923,E2E-C02-000009923,639.08,BRL,2026-02-13,Synthetic bank statement line REF-C02-009923,BANK-C02-006,BANKONLY-C02-000923,bank_only_unmatched
BNK-C02-000924,E2E-C02-000009924,289.62,EUR,2026-02-14,Synthetic bank statement line REF-C02-009924,BANK-C02-007,BANKONLY-C02-000924,bank_only_unmatched
BNK-C02-000925,E2E-C02-000009925,833.93,BRL,2026-02-15,Synthetic bank statement line REF-C02-009925,BANK-C02-008,BANKONLY-C02-000925,bank_only_unmatched
BNK-C02-000926,E2E-C02-000009926,242.18,BRL,2026-02-16,Synthetic bank statement line REF-C02-009926,BANK-C02-009,BANKONLY-C02-000926,bank_only_unmatched
BNK-C02-000927,E2E-C02-000009927,783.30,BRL,2026-02-17,Synthetic bank statement line REF-C02-009927,BANK-C02-001,BANKONLY-C02-000927,bank_only_unmatched
BNK-C02-000928,E2E-C02-000009928,22.54,BRL,2026-02-18,Synthetic bank statement line REF-C02-009928,BANK-C02-002,BANKONLY-C02-000928,bank_only_unmatched
BNK-C02-000929,E2E-C02-000009929,758.69,BRL,2026-02-19,Synthetic bank statement line REF-C02-009929,BANK-C02-003,BANKONLY-C02-000929,bank_only_unmatched
BNK-C02-000930,E2E-C02-000009930,528.97,BRL,2026-02-20,Synthetic bank statement line REF-C02-009930,BANK-C02-004,BANKONLY-C02-000930,bank_only_unmatched
BNK-C02-000931,E2E-C02-000009931,681.65,BRL,2026-02-21,Synthetic bank statement line REF-C02-009931,BANK-C02-005,BANKONLY-C02-000931,bank_only_unmatched
BNK-C02-000932,E2E-C02-000009932,151.14,BRL,2026-02-22,Synthetic bank statement line REF-C02-009932,BANK-C02-006,BANKONLY-C02-000932,bank_only_unmatched
BNK-C02-000933,E2E-C02-000009933,70.63,BRL,2026-02-23,Synthetic bank statement line REF-C02-009933,BANK-C02-007,BANKONLY-C02-000933,bank_only_unmatched
BNK-C02-000934,E2E-C02-000009934,193.80,BRL,2026-02-24,Synthetic bank statement line REF-C02-009934,BANK-C02-008,BANKONLY-C02-000934,bank_only_unmatched
BNK-C02-000935,E2E-C02-000009935,907.64,BRL,2026-02-25,Synthetic bank statement line REF-C02-009935,BANK-C02-009,BANKONLY-C02-000935,bank_only_unmatched
BNK-C02-000936,E2E-C02-000009936,678.43,BRL,2026-02-26,Synthetic bank statement line REF-C02-009936,BANK-C02-001,BANKONLY-C02-000936,bank_only_unmatched
BNK-C02-000937,E2E-C02-000009937,816.15,BRL,2026-02-27,Synthetic bank statement line REF-C02-009937,BANK-C02-002,BANKONLY-C02-000937,bank_only_unmatched
BNK-C02-000938,E2E-C02-000009938,902.96,BRL,2026-02-28,Synthetic bank statement line REF-C02-009938,BANK-C02-003,BANKONLY-C02-000938,bank_only_unmatched
BNK-C02-000939,E2E-C02-000009939,772.54,BRL,2026-03-01,Synthetic bank statement line REF-C02-009939,BANK-C02-004,BANKONLY-C02-000939,bank_only_unmatched
BNK-C02-000940,E2E-C02-000009940,468.52,BRL,2026-03-02,Synthetic bank statement line REF-C02-009940,BANK-C02-005,BANKONLY-C02-000940,bank_only_unmatched
BNK-C02-000941,E2E-C02-000009941,801.96,BRL,2026-03-03,Synthetic bank statement line REF-C02-009941,BANK-C02-006,BANKONLY-C02-000941,bank_only_unmatched
BNK-C02-000942,E2E-C02-000009942,884.80,BRL,2026-03-04,Synthetic bank statement line REF-C02-009942,BANK-C02-007,BANKONLY-C02-000942,bank_only_unmatched
BNK-C02-000943,E2E-C02-000009943,767.53,BRL,2026-03-05,Synthetic bank statement line REF-C02-009943,BANK-C02-008,BANKONLY-C02-000943,bank_only_unmatched
BNK-C02-000944,E2E-C02-000009944,53.68,BRL,2026-03-06,Synthetic bank statement line REF-C02-009944,BANK-C02-009,BANKONLY-C02-000944,bank_only_unmatched
BNK-C02-000945,E2E-C02-000009945,608.69,BRL,2026-03-07,Synthetic bank statement line REF-C02-009945,BANK-C02-001,BANKONLY-C02-000945,bank_only_unmatched
BNK-C02-000946,E2E-C02-000009946,48.75,BRL,2026-03-08,Synthetic bank statement line REF-C02-009946,BANK-C02-002,BANKONLY-C02-000946,bank_only_unmatched
BNK-C02-000947,E2E-C02-000009947,586.31,BRL,2026-03-09,Synthetic bank statement line REF-C02-009947,BANK-C02-003,BANKONLY-C02-000947,bank_only_unmatched
BNK-C02-000948,E2E-C02-000009948,79.07,USD,2026-03-10,Synthetic bank statement line REF-C02-009948,BANK-C02-004,BANKONLY-C02-000948,bank_only_unmatched
BNK-C02-000949,E2E-C02-000009949,810.53,BRL,2026-03-11,Synthetic bank statement line REF-C02-009949,BANK-C02-005,BANKONLY-C02-000949,bank_only_unmatched
BNK-C02-000950,E2E-C02-000009950,934.26,BRL,2026-03-12,Synthetic bank statement line REF-C02-009950,BANK-C02-006,BANKONLY-C02-000950,bank_only_unmatched
BNK-C02-000951,E2E-C02-000009951,450.09,BRL,2026-03-13,Synthetic bank statement line REF-C02-009951,BANK-C02-007,BANKONLY-C02-000951,bank_only_unmatched
BNK-C02-000952,E2E-C02-000009952,826.25,BRL,2026-03-14,Synthetic bank statement line REF-C02-009952,BANK-C02-008,BANKONLY-C02-000952,bank_only_unmatched
BNK-C02-000953,E2E-C02-000009953,-30.40,BRL,2026-03-15,Synthetic bank statement line REF-C02-009953,BANK-C02-009,BANKONLY-C02-000953,bank_only_unmatched
BNK-C02-000954,E2E-C02-000009954,858.33,BRL,2026-02-02,Synthetic bank statement line REF-C02-009954,BANK-C02-001,BANKONLY-C02-000954,bank_only_unmatched
BNK-C02-000955,E2E-C02-000009955,923.37,BRL,2026-02-03,Synthetic bank statement line REF-C02-009955,BANK-C02-002,BANKONLY-C02-000955,bank_only_unmatched
BNK-C02-000956,E2E-C02-000009956,691.00,BRL,2026-02-04,Synthetic bank statement line REF-C02-009956,BANK-C02-003,BANKONLY-C02-000956,bank_only_unmatched
BNK-C02-000957,E2E-C02-000009957,140.03,BRL,2026-02-05,Synthetic bank statement line REF-C02-009957,BANK-C02-004,BANKONLY-C02-000957,bank_only_unmatched
BNK-C02-000958,E2E-C02-000009958,234.55,BRL,2026-02-06,Synthetic bank statement line REF-C02-009958,BANK-C02-005,BANKONLY-C02-000958,bank_only_unmatched
BNK-C02-000959,E2E-C02-000009959,226.08,BRL,2026-02-07,Synthetic bank statement line REF-C02-009959,BANK-C02-006,BANKONLY-C02-000959,bank_only_unmatched
BNK-C02-000960,E2E-C02-000009960,780.99,EUR,2026-02-08,Synthetic bank statement line REF-C02-009960,BANK-C02-007,BANKONLY-C02-000960,bank_only_unmatched
BNK-C02-000961,E2E-C02-000009961,463.45,BRL,2026-02-09,Synthetic bank statement line REF-C02-009961,BANK-C02-008,BANKONLY-C02-000961,bank_only_unmatched
BNK-C02-000962,E2E-C02-000009962,859.33,BRL,2026-02-10,Synthetic bank statement line REF-C02-009962,BANK-C02-009,BANKONLY-C02-000962,bank_only_unmatched
BNK-C02-000963,E2E-C02-000009963,534.01,BRL,2026-02-11,Synthetic bank statement line REF-C02-009963,BANK-C02-001,BANKONLY-C02-000963,bank_only_unmatched
BNK-C02-000964,E2E-C02-000009964,558.06,BRL,2026-02-12,Synthetic bank statement line REF-C02-009964,BANK-C02-002,BANKONLY-C02-000964,bank_only_unmatched
BNK-C02-000965,E2E-C02-000009965,934.91,BRL,2026-02-13,Synthetic bank statement line REF-C02-009965,BANK-C02-003,BANKONLY-C02-000965,bank_only_unmatched
BNK-C02-000966,E2E-C02-000009966,260.89,BRL,2026-02-14,Synthetic bank statement line REF-C02-009966,BANK-C02-004,BANKONLY-C02-000966,bank_only_unmatched
BNK-C02-000967,E2E-C02-000009967,592.67,BRL,2026-02-15,Synthetic bank statement line REF-C02-009967,BANK-C02-005,BANKONLY-C02-000967,bank_only_unmatched
BNK-C02-000968,E2E-C02-000009968,207.30,BRL,2026-02-16,Synthetic bank statement line REF-C02-009968,BANK-C02-006,BANKONLY-C02-000968,bank_only_unmatched
BNK-C02-000969,E2E-C02-000009969,921.04,BRL,2026-02-17,Synthetic bank statement line REF-C02-009969,BANK-C02-007,BANKONLY-C02-000969,bank_only_unmatched
BNK-C02-000970,E2E-C02-000009970,457.72,BRL,2026-02-18,Synthetic bank statement line REF-C02-009970,BANK-C02-008,BANKONLY-C02-000970,bank_only_unmatched
BNK-C02-000971,E2E-C02-000009971,621.39,BRL,2026-02-19,Synthetic bank statement line REF-C02-009971,BANK-C02-009,BANKONLY-C02-000971,bank_only_unmatched
BNK-C02-000972,E2E-C02-000009972,209.37,BRL,2026-02-20,Synthetic bank statement line REF-C02-009972,BANK-C02-001,BANKONLY-C02-000972,bank_only_unmatched
BNK-C02-000973,E2E-C02-000009973,602.33,BRL,2026-02-21,Synthetic bank statement line REF-C02-009973,BANK-C02-002,BANKONLY-C02-000973,bank_only_unmatched
BNK-C02-000974,E2E-C02-000009974,305.09,BRL,2026-02-22,Synthetic bank statement line REF-C02-009974,BANK-C02-003,BANKONLY-C02-000974,bank_only_unmatched
BNK-C02-000975,E2E-C02-000009975,635.04,BRL,2026-02-23,Synthetic bank statement line REF-C02-009975,BANK-C02-004,BANKONLY-C02-000975,bank_only_unmatched
BNK-C02-000976,E2E-C02-000009976,285.38,BRL,2026-02-24,Synthetic bank statement line REF-C02-009976,BANK-C02-005,BANKONLY-C02-000976,bank_only_unmatched
BNK-C02-000977,E2E-C02-000009977,121.54,BRL,2026-02-25,Synthetic bank statement line REF-C02-009977,BANK-C02-006,BANKONLY-C02-000977,bank_only_unmatched
BNK-C02-000978,E2E-C02-000009978,582.68,BRL,2026-02-26,Synthetic bank statement line REF-C02-009978,BANK-C02-007,BANKONLY-C02-000978,bank_only_unmatched
BNK-C02-000979,E2E-C02-000009979,361.70,BRL,2026-02-27,Synthetic bank statement line REF-C02-009979,BANK-C02-008,BANKONLY-C02-000979,bank_only_unmatched
